shape,time,contract,value,Load Zone,month,year
ONPEAK,1554076800000,BGY,39.8,BGE,Apr,2019
ONPEAK,1556668800000,BGY,36.45,BGE,May,2019
ONPEAK,1559347200000,BGY,36,BGE,June,2019
ONPEAK,1561939200000,BGY,43.5,BGE,July,2019
ONPEAK,1564617600000,BGY,41.4,BGE,Aug,2019
ONPEAK,1567296000000,BGY,38,BGE,Sept,2019
ONPEAK,1569888000000,BGY,37.1,BGE,Oct,2019
ONPEAK,1572566400000,BGY,37.55,BGE,Nov,2019
ONPEAK,1575158400000,BGY,41.65,BGE,Dec,2019
ONPEAK,1577836800000,BGY,57.85,BGE,Jan,2020
ONPEAK,1580515200000,BGY,55.35,BGE,Feb,2020
ONPEAK,1583020800000,BGY,41.8,BGE,Mar,2020
ONPEAK,1585699200000,BGY,37.25,BGE,Apr,2020
ONPEAK,1588291200000,BGY,38,BGE,May,2020
ONPEAK,1590969600000,BGY,37.45,BGE,June,2020
ONPEAK,1593561600000,BGY,44.2,BGE,July,2020
ONPEAK,1596240000000,BGY,41.1,BGE,Aug,2020
ONPEAK,1598918400000,BGY,38.45,BGE,Sept,2020
ONPEAK,1601510400000,BGY,35.6,BGE,Oct,2020
ONPEAK,1604188800000,BGY,35.75,BGE,Nov,2020
ONPEAK,1606780800000,BGY,39.5,BGE,Dec,2020
ONPEAK,1609459200000,BGY,56.8,BGE,Jan,2021
ONPEAK,1612137600000,BGY,53.15,BGE,Feb,2021
ONPEAK,1614556800000,BGY,41.05,BGE,Mar,2021
ONPEAK,1617235200000,BGY,36.3,BGE,Apr,2021
ONPEAK,1619827200000,BGY,36.85,BGE,May,2021
ONPEAK,1622505600000,BGY,36.2,BGE,June,2021
ONPEAK,1625097600000,BGY,42.95,BGE,July,2021
ONPEAK,1627776000000,BGY,39.75,BGE,Aug,2021
ONPEAK,1630454400000,BGY,36.35,BGE,Sept,2021
ONPEAK,1633046400000,BGY,34.55,BGE,Oct,2021
ONPEAK,1635724800000,BGY,34.85,BGE,Nov,2021
ONPEAK,1638316800000,BGY,38.4,BGE,Dec,2021
ONPEAK,1640995200000,BGY,55.3,BGE,Jan,2022
ONPEAK,1643673600000,BGY,51.9,BGE,Feb,2022
ONPEAK,1646092800000,BGY,40.8,BGE,Mar,2022
OFFPEAK,1554076800000,BGZ,29.95,BGE,Apr,2019
OFFPEAK,1556668800000,BGZ,25.95,BGE,May,2019
OFFPEAK,1559347200000,BGZ,25.95,BGE,June,2019
OFFPEAK,1561939200000,BGZ,28.35,BGE,July,2019
OFFPEAK,1564617600000,BGZ,26.15,BGE,Aug,2019
OFFPEAK,1567296000000,BGZ,26.85,BGE,Sept,2019
OFFPEAK,1569888000000,BGZ,27.85,BGE,Oct,2019
OFFPEAK,1572566400000,BGZ,28.2,BGE,Nov,2019
OFFPEAK,1575158400000,BGZ,33.2,BGE,Dec,2019
OFFPEAK,1577836800000,BGZ,49.45,BGE,Jan,2020
OFFPEAK,1580515200000,BGZ,45.85,BGE,Feb,2020
OFFPEAK,1583020800000,BGZ,32.3,BGE,Mar,2020
OFFPEAK,1585699200000,BGZ,28,BGE,Apr,2020
OFFPEAK,1588291200000,BGZ,25.55,BGE,May,2020
OFFPEAK,1590969600000,BGZ,24.35,BGE,June,2020
OFFPEAK,1593561600000,BGZ,27.9,BGE,July,2020
OFFPEAK,1596240000000,BGZ,26.45,BGE,Aug,2020
OFFPEAK,1598918400000,BGZ,25.5,BGE,Sept,2020
OFFPEAK,1601510400000,BGZ,25.55,BGE,Oct,2020
OFFPEAK,1604188800000,BGZ,26,BGE,Nov,2020
OFFPEAK,1606780800000,BGZ,30.3,BGE,Dec,2020
OFFPEAK,1609459200000,BGZ,47.2,BGE,Jan,2021
OFFPEAK,1612137600000,BGZ,44.1,BGE,Feb,2021
OFFPEAK,1614556800000,BGZ,31.8,BGE,Mar,2021
OFFPEAK,1617235200000,BGZ,26.4,BGE,Apr,2021
OFFPEAK,1619827200000,BGZ,23.8,BGE,May,2021
OFFPEAK,1622505600000,BGZ,23.95,BGE,June,2021
OFFPEAK,1625097600000,BGZ,26.75,BGE,July,2021
OFFPEAK,1627776000000,BGZ,25.15,BGE,Aug,2021
OFFPEAK,1630454400000,BGZ,23.9,BGE,Sept,2021
OFFPEAK,1633046400000,BGZ,24.45,BGE,Oct,2021
OFFPEAK,1635724800000,BGZ,24.8,BGE,Nov,2021
OFFPEAK,1638316800000,BGZ,29.15,BGE,Dec,2021
OFFPEAK,1640995200000,BGZ,45.1,BGE,Jan,2022
OFFPEAK,1643673600000,BGZ,42.3,BGE,Feb,2022
OFFPEAK,1646092800000,BGZ,31.95,BGE,Mar,2022
OFFPEAK,1554076800000,CEO,21.55,COMED,Apr,2019
OFFPEAK,1556668800000,CEO,19.75,COMED,May,2019
OFFPEAK,1559347200000,CEO,20.75,COMED,June,2019
OFFPEAK,1561939200000,CEO,23.4,COMED,July,2019
OFFPEAK,1564617600000,CEO,21.6,COMED,Aug,2019
OFFPEAK,1567296000000,CEO,20.8,COMED,Sept,2019
OFFPEAK,1569888000000,CEO,21,COMED,Oct,2019
OFFPEAK,1572566400000,CEO,20.85,COMED,Nov,2019
OFFPEAK,1575158400000,CEO,23,COMED,Dec,2019
OFFPEAK,1577836800000,CEO,29.65,COMED,Jan,2020
OFFPEAK,1580515200000,CEO,26.6,COMED,Feb,2020
OFFPEAK,1583020800000,CEO,22.9,COMED,Mar,2020
OFFPEAK,1585699200000,CEO,20.9,COMED,Apr,2020
OFFPEAK,1588291200000,CEO,18.6,COMED,May,2020
OFFPEAK,1590969600000,CEO,18.8,COMED,June,2020
OFFPEAK,1593561600000,CEO,21.95,COMED,July,2020
OFFPEAK,1596240000000,CEO,21.3,COMED,Aug,2020
OFFPEAK,1598918400000,CEO,19.3,COMED,Sept,2020
OFFPEAK,1601510400000,CEO,18.7,COMED,Oct,2020
OFFPEAK,1604188800000,CEO,18.7,COMED,Nov,2020
OFFPEAK,1606780800000,CEO,21.6,COMED,Dec,2020
OFFPEAK,1609459200000,CEO,28.7,COMED,Jan,2021
OFFPEAK,1612137600000,CEO,26,COMED,Feb,2021
OFFPEAK,1614556800000,CEO,21.95,COMED,Mar,2021
OFFPEAK,1617235200000,CEO,19.3,COMED,Apr,2021
OFFPEAK,1619827200000,CEO,17.35,COMED,May,2021
OFFPEAK,1622505600000,CEO,18.3,COMED,June,2021
OFFPEAK,1625097600000,CEO,21.1,COMED,July,2021
OFFPEAK,1627776000000,CEO,19.75,COMED,Aug,2021
OFFPEAK,1630454400000,CEO,18.25,COMED,Sept,2021
OFFPEAK,1633046400000,CEO,17.95,COMED,Oct,2021
OFFPEAK,1635724800000,CEO,18.15,COMED,Nov,2021
OFFPEAK,1638316800000,CEO,21.05,COMED,Dec,2021
OFFPEAK,1640995200000,CEO,27.75,COMED,Jan,2022
OFFPEAK,1643673600000,CEO,25.15,COMED,Feb,2022
OFFPEAK,1646092800000,CEO,21.05,COMED,Mar,2022
ONPEAK,1554076800000,CEP,31.4,COMED,Apr,2019
ONPEAK,1556668800000,CEP,29.85,COMED,May,2019
ONPEAK,1559347200000,CEP,30.4,COMED,June,2019
ONPEAK,1561939200000,CEP,36.4,COMED,July,2019
ONPEAK,1564617600000,CEP,33.65,COMED,Aug,2019
ONPEAK,1567296000000,CEP,31.75,COMED,Sept,2019
ONPEAK,1569888000000,CEP,30.35,COMED,Oct,2019
ONPEAK,1572566400000,CEP,30.4,COMED,Nov,2019
ONPEAK,1575158400000,CEP,30.75,COMED,Dec,2019
ONPEAK,1577836800000,CEP,38.1,COMED,Jan,2020
ONPEAK,1580515200000,CEP,36.05,COMED,Feb,2020
ONPEAK,1583020800000,CEP,31.55,COMED,Mar,2020
ONPEAK,1585699200000,CEP,30.65,COMED,Apr,2020
ONPEAK,1588291200000,CEP,30,COMED,May,2020
ONPEAK,1590969600000,CEP,30.35,COMED,June,2020
ONPEAK,1593561600000,CEP,36.35,COMED,July,2020
ONPEAK,1596240000000,CEP,33.2,COMED,Aug,2020
ONPEAK,1598918400000,CEP,30.65,COMED,Sept,2020
ONPEAK,1601510400000,CEP,28.25,COMED,Oct,2020
ONPEAK,1604188800000,CEP,28.3,COMED,Nov,2020
ONPEAK,1606780800000,CEP,29.7,COMED,Dec,2020
ONPEAK,1609459200000,CEP,36.8,COMED,Jan,2021
ONPEAK,1612137600000,CEP,34.1,COMED,Feb,2021
ONPEAK,1614556800000,CEP,30.25,COMED,Mar,2021
ONPEAK,1617235200000,CEP,28.25,COMED,Apr,2021
ONPEAK,1619827200000,CEP,28.7,COMED,May,2021
ONPEAK,1622505600000,CEP,29.25,COMED,June,2021
ONPEAK,1625097600000,CEP,35.75,COMED,July,2021
ONPEAK,1627776000000,CEP,32.4,COMED,Aug,2021
ONPEAK,1630454400000,CEP,28.45,COMED,Sept,2021
ONPEAK,1633046400000,CEP,27.05,COMED,Oct,2021
ONPEAK,1635724800000,CEP,27.3,COMED,Nov,2021
ONPEAK,1638316800000,CEP,28.25,COMED,Dec,2021
ONPEAK,1640995200000,CEP,35.65,COMED,Jan,2022
ONPEAK,1643673600000,CEP,33.95,COMED,Feb,2022
ONPEAK,1646092800000,CEP,29.75,COMED,Mar,2022
OFFPEAK,1554076800000,DCO,27.6,DAY,Apr,2019
OFFPEAK,1556668800000,DCO,23.8,DAY,May,2019
OFFPEAK,1559347200000,DCO,23.7,DAY,June,2019
OFFPEAK,1561939200000,DCO,25.35,DAY,July,2019
OFFPEAK,1564617600000,DCO,23.4,DAY,Aug,2019
OFFPEAK,1567296000000,DCO,24.35,DAY,Sept,2019
OFFPEAK,1569888000000,DCO,25.65,DAY,Oct,2019
OFFPEAK,1572566400000,DCO,26.35,DAY,Nov,2019
OFFPEAK,1575158400000,DCO,31.15,DAY,Dec,2019
OFFPEAK,1577836800000,DCO,44.25,DAY,Jan,2020
OFFPEAK,1580515200000,DCO,39.3,DAY,Feb,2020
OFFPEAK,1583020800000,DCO,27.55,DAY,Mar,2020
OFFPEAK,1585699200000,DCO,25.25,DAY,Apr,2020
OFFPEAK,1588291200000,DCO,23.6,DAY,May,2020
OFFPEAK,1590969600000,DCO,22.45,DAY,June,2020
OFFPEAK,1593561600000,DCO,24.9,DAY,July,2020
OFFPEAK,1596240000000,DCO,22.2,DAY,Aug,2020
OFFPEAK,1598918400000,DCO,22.9,DAY,Sept,2020
OFFPEAK,1601510400000,DCO,23.35,DAY,Oct,2020
OFFPEAK,1604188800000,DCO,24.5,DAY,Nov,2020
OFFPEAK,1606780800000,DCO,28.75,DAY,Dec,2020
OFFPEAK,1609459200000,DCO,41.9,DAY,Jan,2021
OFFPEAK,1612137600000,DCO,36.85,DAY,Feb,2021
OFFPEAK,1614556800000,DCO,26.1,DAY,Mar,2021
OFFPEAK,1617235200000,DCO,23.65,DAY,Apr,2021
OFFPEAK,1619827200000,DCO,21.65,DAY,May,2021
OFFPEAK,1622505600000,DCO,21.95,DAY,June,2021
OFFPEAK,1625097600000,DCO,23.85,DAY,July,2021
OFFPEAK,1627776000000,DCO,21.25,DAY,Aug,2021
OFFPEAK,1630454400000,DCO,21.2,DAY,Sept,2021
OFFPEAK,1633046400000,DCO,21.9,DAY,Oct,2021
OFFPEAK,1635724800000,DCO,22.9,DAY,Nov,2021
OFFPEAK,1638316800000,DCO,27.15,DAY,Dec,2021
OFFPEAK,1640995200000,DCO,39.5,DAY,Jan,2022
OFFPEAK,1643673600000,DCO,34.9,DAY,Feb,2022
OFFPEAK,1646092800000,DCO,26.1,DAY,Mar,2022
ONPEAK,1554076800000,DCP,35,DAY,Apr,2019
ONPEAK,1556668800000,DCP,31.75,DAY,May,2019
ONPEAK,1559347200000,DCP,30.95,DAY,June,2019
ONPEAK,1561939200000,DCP,37.05,DAY,July,2019
ONPEAK,1564617600000,DCP,35.25,DAY,Aug,2019
ONPEAK,1567296000000,DCP,34.15,DAY,Sept,2019
ONPEAK,1569888000000,DCP,32.5,DAY,Oct,2019
ONPEAK,1572566400000,DCP,33.05,DAY,Nov,2019
ONPEAK,1575158400000,DCP,36.3,DAY,Dec,2019
ONPEAK,1577836800000,DCP,51.85,DAY,Jan,2020
ONPEAK,1580515200000,DCP,48.95,DAY,Feb,2020
ONPEAK,1583020800000,DCP,36.85,DAY,Mar,2020
ONPEAK,1585699200000,DCP,32.6,DAY,Apr,2020
ONPEAK,1588291200000,DCP,33,DAY,May,2020
ONPEAK,1590969600000,DCP,32.4,DAY,June,2020
ONPEAK,1593561600000,DCP,37.95,DAY,July,2020
ONPEAK,1596240000000,DCP,34.65,DAY,Aug,2020
ONPEAK,1598918400000,DCP,33.45,DAY,Sept,2020
ONPEAK,1601510400000,DCP,31.4,DAY,Oct,2020
ONPEAK,1604188800000,DCP,31.3,DAY,Nov,2020
ONPEAK,1606780800000,DCP,34.3,DAY,Dec,2020
ONPEAK,1609459200000,DCP,50.15,DAY,Jan,2021
ONPEAK,1612137600000,DCP,46.5,DAY,Feb,2021
ONPEAK,1614556800000,DCP,35.9,DAY,Mar,2021
ONPEAK,1617235200000,DCP,31.6,DAY,Apr,2021
ONPEAK,1619827200000,DCP,31.85,DAY,May,2021
ONPEAK,1622505600000,DCP,31.1,DAY,June,2021
ONPEAK,1625097600000,DCP,37.15,DAY,July,2021
ONPEAK,1627776000000,DCP,33.7,DAY,Aug,2021
ONPEAK,1630454400000,DCP,31.3,DAY,Sept,2021
ONPEAK,1633046400000,DCP,29.95,DAY,Oct,2021
ONPEAK,1635724800000,DCP,30.25,DAY,Nov,2021
ONPEAK,1638316800000,DCP,33.25,DAY,Dec,2021
ONPEAK,1640995200000,DCP,48.95,DAY,Jan,2022
ONPEAK,1643673600000,DCP,45.85,DAY,Feb,2022
ONPEAK,1646092800000,DCP,35.1,DAY,Mar,2022
OFFPEAK,1554076800000,DEO,29.85,DEOK,Apr,2019
OFFPEAK,1556668800000,DEO,23.9,DEOK,May,2019
OFFPEAK,1559347200000,DEO,24.95,DEOK,June,2019
OFFPEAK,1561939200000,DEO,28.45,DEOK,July,2019
OFFPEAK,1564617600000,DEO,26.7,DEOK,Aug,2019
OFFPEAK,1567296000000,DEO,26.8,DEOK,Sept,2019
OFFPEAK,1569888000000,DEO,27.65,DEOK,Oct,2019
OFFPEAK,1572566400000,DEO,26.8,DEOK,Nov,2019
OFFPEAK,1575158400000,DEO,31.15,DEOK,Dec,2019
OFFPEAK,1577836800000,DEO,37.4,DEOK,Jan,2020
OFFPEAK,1580515200000,DEO,34.1,DEOK,Feb,2020
OFFPEAK,1583020800000,DEO,28.25,DEOK,Mar,2020
OFFPEAK,1585699200000,DEO,25.6,DEOK,Apr,2020
OFFPEAK,1588291200000,DEO,23.55,DEOK,May,2020
OFFPEAK,1590969600000,DEO,22.65,DEOK,June,2020
OFFPEAK,1593561600000,DEO,25.7,DEOK,July,2020
OFFPEAK,1596240000000,DEO,23.6,DEOK,Aug,2020
OFFPEAK,1598918400000,DEO,23.8,DEOK,Sept,2020
OFFPEAK,1601510400000,DEO,24,DEOK,Oct,2020
OFFPEAK,1604188800000,DEO,23.75,DEOK,Nov,2020
OFFPEAK,1606780800000,DEO,26.1,DEOK,Dec,2020
OFFPEAK,1609459200000,DEO,38.8,DEOK,Jan,2021
OFFPEAK,1612137600000,DEO,35.4,DEOK,Feb,2021
OFFPEAK,1614556800000,DEO,30,DEOK,Mar,2021
OFFPEAK,1617235200000,DEO,25.95,DEOK,Apr,2021
OFFPEAK,1619827200000,DEO,23.7,DEOK,May,2021
OFFPEAK,1622505600000,DEO,24.2,DEOK,June,2021
OFFPEAK,1625097600000,DEO,27.15,DEOK,July,2021
OFFPEAK,1627776000000,DEO,24.7,DEOK,Aug,2021
OFFPEAK,1630454400000,DEO,23.9,DEOK,Sept,2021
OFFPEAK,1633046400000,DEO,24.15,DEOK,Oct,2021
OFFPEAK,1635724800000,DEO,24.3,DEOK,Nov,2021
OFFPEAK,1638316800000,DEO,27.4,DEOK,Dec,2021
OFFPEAK,1640995200000,DEO,40.8,DEOK,Jan,2022
OFFPEAK,1643673600000,DEO,37.25,DEOK,Feb,2022
OFFPEAK,1646092800000,DEO,30.45,DEOK,Mar,2022
ONPEAK,1554076800000,DEP,38.9,DEOK,Apr,2019
ONPEAK,1556668800000,DEP,33.5,DEOK,May,2019
ONPEAK,1559347200000,DEP,36,DEOK,June,2019
ONPEAK,1561939200000,DEP,41.75,DEOK,July,2019
ONPEAK,1564617600000,DEP,39.4,DEOK,Aug,2019
ONPEAK,1567296000000,DEP,39.3,DEOK,Sept,2019
ONPEAK,1569888000000,DEP,36.6,DEOK,Oct,2019
ONPEAK,1572566400000,DEP,35.4,DEOK,Nov,2019
ONPEAK,1575158400000,DEP,39.9,DEOK,Dec,2019
ONPEAK,1577836800000,DEP,45.9,DEOK,Jan,2020
ONPEAK,1580515200000,DEP,43.6,DEOK,Feb,2020
ONPEAK,1583020800000,DEP,38.1,DEOK,Mar,2020
ONPEAK,1585699200000,DEP,35.45,DEOK,Apr,2020
ONPEAK,1588291200000,DEP,36.25,DEOK,May,2020
ONPEAK,1590969600000,DEP,35.55,DEOK,June,2020
ONPEAK,1593561600000,DEP,40.65,DEOK,July,2020
ONPEAK,1596240000000,DEP,37.7,DEOK,Aug,2020
ONPEAK,1598918400000,DEP,36.3,DEOK,Sept,2020
ONPEAK,1601510400000,DEP,33.9,DEOK,Oct,2020
ONPEAK,1604188800000,DEP,33.6,DEOK,Nov,2020
ONPEAK,1606780800000,DEP,35.75,DEOK,Dec,2020
ONPEAK,1609459200000,DEP,45.15,DEOK,Jan,2021
ONPEAK,1612137600000,DEP,41.5,DEOK,Feb,2021
ONPEAK,1614556800000,DEP,36.6,DEOK,Mar,2021
ONPEAK,1617235200000,DEP,34.55,DEOK,Apr,2021
ONPEAK,1619827200000,DEP,34.25,DEOK,May,2021
ONPEAK,1622505600000,DEP,34,DEOK,June,2021
ONPEAK,1625097600000,DEP,39.65,DEOK,July,2021
ONPEAK,1627776000000,DEP,36.8,DEOK,Aug,2021
ONPEAK,1630454400000,DEP,34.1,DEOK,Sept,2021
ONPEAK,1633046400000,DEP,33.05,DEOK,Oct,2021
ONPEAK,1635724800000,DEP,33.2,DEOK,Nov,2021
ONPEAK,1638316800000,DEP,34.3,DEOK,Dec,2021
ONPEAK,1640995200000,DEP,45.7,DEOK,Jan,2022
ONPEAK,1643673600000,DEP,42.15,DEOK,Feb,2022
ONPEAK,1646092800000,DEP,37.25,DEOK,Mar,2022
OFFPEAK,1554076800000,DOO,30.6,DOM,Apr,2019
OFFPEAK,1556668800000,DOO,25.85,DOM,May,2019
OFFPEAK,1559347200000,DOO,26.7,DOM,June,2019
OFFPEAK,1561939200000,DOO,29.45,DOM,July,2019
OFFPEAK,1564617600000,DOO,27.6,DOM,Aug,2019
OFFPEAK,1567296000000,DOO,28.15,DOM,Sept,2019
OFFPEAK,1569888000000,DOO,29.1,DOM,Oct,2019
OFFPEAK,1572566400000,DOO,29.55,DOM,Nov,2019
OFFPEAK,1575158400000,DOO,34.1,DOM,Dec,2019
OFFPEAK,1577836800000,DOO,48.35,DOM,Jan,2020
OFFPEAK,1580515200000,DOO,45.7,DOM,Feb,2020
OFFPEAK,1583020800000,DOO,33.6,DOM,Mar,2020
OFFPEAK,1585699200000,DOO,29.25,DOM,Apr,2020
OFFPEAK,1588291200000,DOO,26.8,DOM,May,2020
OFFPEAK,1590969600000,DOO,25.7,DOM,June,2020
OFFPEAK,1593561600000,DOO,28.7,DOM,July,2020
OFFPEAK,1596240000000,DOO,27.2,DOM,Aug,2020
OFFPEAK,1598918400000,DOO,26.8,DOM,Sept,2020
OFFPEAK,1601510400000,DOO,27.05,DOM,Oct,2020
OFFPEAK,1604188800000,DOO,27.45,DOM,Nov,2020
OFFPEAK,1606780800000,DOO,31.3,DOM,Dec,2020
ONPEAK,1554076800000,DOP,39.25,DOM,Apr,2019
ONPEAK,1556668800000,DOP,35.2,DOM,May,2019
ONPEAK,1559347200000,DOP,35.95,DOM,June,2019
ONPEAK,1561939200000,DOP,42.1,DOM,July,2019
ONPEAK,1564617600000,DOP,40.3,DOM,Aug,2019
ONPEAK,1567296000000,DOP,39,DOM,Sept,2019
ONPEAK,1569888000000,DOP,37.4,DOM,Oct,2019
ONPEAK,1572566400000,DOP,37.95,DOM,Nov,2019
ONPEAK,1575158400000,DOP,41.2,DOM,Dec,2019
ONPEAK,1577836800000,DOP,56.75,DOM,Jan,2020
ONPEAK,1580515200000,DOP,53.85,DOM,Feb,2020
ONPEAK,1583020800000,DOP,41.75,DOM,Mar,2020
ONPEAK,1585699200000,DOP,37.5,DOM,Apr,2020
ONPEAK,1588291200000,DOP,37.35,DOM,May,2020
ONPEAK,1590969600000,DOP,37.3,DOM,June,2020
ONPEAK,1593561600000,DOP,42.85,DOM,July,2020
ONPEAK,1596240000000,DOP,39.55,DOM,Aug,2020
ONPEAK,1598918400000,DOP,38.35,DOM,Sept,2020
ONPEAK,1601510400000,DOP,36.3,DOM,Oct,2020
ONPEAK,1604188800000,DOP,36.2,DOM,Nov,2020
ONPEAK,1606780800000,DOP,39.2,DOM,Dec,2020
OFFPEAK,1554076800000,ICO,30.2,Connecticut,Apr,2019
OFFPEAK,1556668800000,ICO,21.8,Connecticut,May,2019
OFFPEAK,1559347200000,ICO,24.25,Connecticut,June,2019
OFFPEAK,1561939200000,ICO,27.75,Connecticut,July,2019
OFFPEAK,1564617600000,ICO,27,Connecticut,Aug,2019
OFFPEAK,1567296000000,ICO,24.85,Connecticut,Sept,2019
OFFPEAK,1569888000000,ICO,26.5,Connecticut,Oct,2019
OFFPEAK,1572566400000,ICO,37.3,Connecticut,Nov,2019
OFFPEAK,1575158400000,ICO,55.3,Connecticut,Dec,2019
OFFPEAK,1577836800000,ICO,67.15,Connecticut,Jan,2020
OFFPEAK,1580515200000,ICO,66,Connecticut,Feb,2020
OFFPEAK,1583020800000,ICO,43.05,Connecticut,Mar,2020
OFFPEAK,1585699200000,ICO,28.75,Connecticut,Apr,2020
OFFPEAK,1588291200000,ICO,24.65,Connecticut,May,2020
OFFPEAK,1590969600000,ICO,24.25,Connecticut,June,2020
OFFPEAK,1593561600000,ICO,27.5,Connecticut,July,2020
OFFPEAK,1596240000000,ICO,27.15,Connecticut,Aug,2020
OFFPEAK,1598918400000,ICO,23.25,Connecticut,Sept,2020
OFFPEAK,1601510400000,ICO,23.9,Connecticut,Oct,2020
OFFPEAK,1604188800000,ICO,33.9,Connecticut,Nov,2020
OFFPEAK,1606780800000,ICO,54.2,Connecticut,Dec,2020
OFFPEAK,1609459200000,ICO,64.3,Connecticut,Jan,2021
OFFPEAK,1612137600000,ICO,63.3,Connecticut,Feb,2021
OFFPEAK,1614556800000,ICO,40.5,Connecticut,Mar,2021
OFFPEAK,1617235200000,ICO,27.9,Connecticut,Apr,2021
OFFPEAK,1619827200000,ICO,24.25,Connecticut,May,2021
OFFPEAK,1622505600000,ICO,24.55,Connecticut,June,2021
OFFPEAK,1625097600000,ICO,28.15,Connecticut,July,2021
OFFPEAK,1627776000000,ICO,27.75,Connecticut,Aug,2021
OFFPEAK,1630454400000,ICO,23.1,Connecticut,Sept,2021
OFFPEAK,1633046400000,ICO,23.8,Connecticut,Oct,2021
OFFPEAK,1635724800000,ICO,30.55,Connecticut,Nov,2021
OFFPEAK,1638316800000,ICO,51.3,Connecticut,Dec,2021
OFFPEAK,1640995200000,ICO,63.6,Connecticut,Jan,2022
OFFPEAK,1643673600000,ICO,62.65,Connecticut,Feb,2022
OFFPEAK,1646092800000,ICO,43.2,Connecticut,Mar,2022
ONPEAK,1554076800000,ICP,39.55,Connecticut,Apr,2019
ONPEAK,1556668800000,ICP,29.45,Connecticut,May,2019
ONPEAK,1559347200000,ICP,33.45,Connecticut,June,2019
ONPEAK,1561939200000,ICP,43.75,Connecticut,July,2019
ONPEAK,1564617600000,ICP,40.75,Connecticut,Aug,2019
ONPEAK,1567296000000,ICP,36.35,Connecticut,Sept,2019
ONPEAK,1569888000000,ICP,35.55,Connecticut,Oct,2019
ONPEAK,1572566400000,ICP,46.15,Connecticut,Nov,2019
ONPEAK,1575158400000,ICP,65,Connecticut,Dec,2019
ONPEAK,1577836800000,ICP,79.9,Connecticut,Jan,2020
ONPEAK,1580515200000,ICP,76.45,Connecticut,Feb,2020
ONPEAK,1583020800000,ICP,51.65,Connecticut,Mar,2020
ONPEAK,1585699200000,ICP,37.65,Connecticut,Apr,2020
ONPEAK,1588291200000,ICP,31.1,Connecticut,May,2020
ONPEAK,1590969600000,ICP,34.1,Connecticut,June,2020
ONPEAK,1593561600000,ICP,42.9,Connecticut,July,2020
ONPEAK,1596240000000,ICP,42.05,Connecticut,Aug,2020
ONPEAK,1598918400000,ICP,34.15,Connecticut,Sept,2020
ONPEAK,1601510400000,ICP,33.55,Connecticut,Oct,2020
ONPEAK,1604188800000,ICP,44.65,Connecticut,Nov,2020
ONPEAK,1606780800000,ICP,65,Connecticut,Dec,2020
ONPEAK,1609459200000,ICP,78.9,Connecticut,Jan,2021
ONPEAK,1612137600000,ICP,76.35,Connecticut,Feb,2021
ONPEAK,1614556800000,ICP,50.85,Connecticut,Mar,2021
ONPEAK,1617235200000,ICP,36.6,Connecticut,Apr,2021
ONPEAK,1619827200000,ICP,33.15,Connecticut,May,2021
ONPEAK,1622505600000,ICP,33.35,Connecticut,June,2021
ONPEAK,1625097600000,ICP,43.05,Connecticut,July,2021
ONPEAK,1627776000000,ICP,42.25,Connecticut,Aug,2021
ONPEAK,1630454400000,ICP,33.3,Connecticut,Sept,2021
ONPEAK,1633046400000,ICP,33.15,Connecticut,Oct,2021
ONPEAK,1635724800000,ICP,41.85,Connecticut,Nov,2021
ONPEAK,1638316800000,ICP,62.3,Connecticut,Dec,2021
ONPEAK,1640995200000,ICP,78.25,Connecticut,Jan,2022
ONPEAK,1643673600000,ICP,75.7,Connecticut,Feb,2022
ONPEAK,1646092800000,ICP,49.9,Connecticut,Mar,2022
ONPEAK,1554076800000,IEB,38.1,Maine,Apr,2019
ONPEAK,1556668800000,IEB,27.8,Maine,May,2019
ONPEAK,1559347200000,IEB,31.45,Maine,June,2019
ONPEAK,1561939200000,IEB,41.15,Maine,July,2019
ONPEAK,1564617600000,IEB,38.8,Maine,Aug,2019
ONPEAK,1567296000000,IEB,34.75,Maine,Sept,2019
ONPEAK,1569888000000,IEB,34.4,Maine,Oct,2019
ONPEAK,1572566400000,IEB,44.8,Maine,Nov,2019
ONPEAK,1575158400000,IEB,63.1,Maine,Dec,2019
ONPEAK,1577836800000,IEB,79.25,Maine,Jan,2020
ONPEAK,1580515200000,IEB,75.8,Maine,Feb,2020
ONPEAK,1583020800000,IEB,51.1,Maine,Mar,2020
ONPEAK,1585699200000,IEB,36,Maine,Apr,2020
ONPEAK,1588291200000,IEB,29.5,Maine,May,2020
ONPEAK,1590969600000,IEB,32.25,Maine,June,2020
ONPEAK,1593561600000,IEB,41.45,Maine,July,2020
ONPEAK,1596240000000,IEB,39.55,Maine,Aug,2020
ONPEAK,1598918400000,IEB,32.95,Maine,Sept,2020
ONPEAK,1601510400000,IEB,32.3,Maine,Oct,2020
ONPEAK,1604188800000,IEB,43.6,Maine,Nov,2020
ONPEAK,1606780800000,IEB,64.15,Maine,Dec,2020
ONPEAK,1609459200000,IEB,77.55,Maine,Jan,2021
ONPEAK,1612137600000,IEB,75.05,Maine,Feb,2021
ONPEAK,1614556800000,IEB,49.8,Maine,Mar,2021
ONPEAK,1617235200000,IEB,34.7,Maine,Apr,2021
ONPEAK,1619827200000,IEB,31.2,Maine,May,2021
ONPEAK,1622505600000,IEB,31.55,Maine,June,2021
ONPEAK,1625097600000,IEB,41.25,Maine,July,2021
